Ticker,TickerType,Company,Traded,Transaction,Trade_Size_USD,Status,Subholding,Description,Name,BioGuideID,Filed,Party,District,Chamber,Comments,Quiver_Upload_Time,excess_return,State,last_modified
WB1,,SCHWAB CHARLES CORP NEW,2022-11-17,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-12-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-11-16,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-12-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-11-16,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2022-12-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-11-16,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-12-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-11-15,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2022-12-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-10-19,Purchase,"$1,001 - $15,000",,,,Kurt Schrader,S001180,2022-11-02,D,,House,Handfiled Trade,2025-05-20,,Oregon,2025-05-20
JASN1,,JACKSONVILLE FLA SALES,2022-10-03,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
JASN1,,JACKSONVILLE FLA SALES,2022-10-03,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
JASN1,,JACKSONVILLE FLA SALES,2022-10-03,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2022-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
JASN1,,JACKSONVILLE FLA SALES,2022-10-03,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-09-02,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-10-13,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-09-02,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-10-13,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2022-09-02,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2022-10-13,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2022-09-02,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2022-10-13,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-06-15,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-07-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-06-15,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-07-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-06-03,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-07-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ETW1,,EATON CORF PLC CMN,2022-05-23,Purchase,"$15,001 - $50,000",,,,Ro Khanna,K000389,2022-06-10,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-05-05,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-06-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-05-05,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-06-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-04-28,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-05-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-04-28,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-05-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BAC1,,BANK OF AMERICA CORF CAN,2022-04-22,Purchase,"$50,001 - $100,000",,,,Ro Khanna,K000389,2022-05-06,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TE1,,TE CONNECTIVITY LTD CARN,2022-04-21,Sale,"$1,001 - $15,000",,,,Ro Khanna,K000389,2022-05-06,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
ANFI1,,"ANITS, INC. OMN",2022-04-11,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2022-05-06,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-04-08,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-05-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-04-08,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-05-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
JASN1,,JACKSONVILLE FLA SALES,2022-03-07,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-04-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
JASN1,,JACKSONVILLE FLA SÄLES,2022-03-07,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-04-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
NUAN1,,NUANCE COMMUNICATIONS,2022-03-04,Sale,"$1,001 - $15,000",,,,Diana Harshbarger,H001086,2022-03-29,R,,House,Handfiled Trade,2025-05-20,,Tennessee,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-03-04,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-04-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-03-04,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-04-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ETW1,,EATON CORP PLC CMM,2022-02-17,Sale,"$15,001 - $50,000",,,,Ro Khanna,K000389,2022-03-08,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
JASN1,,JACKSONVILLE FLA SALES,2022-02-11,Purchase,"$250,001 - $500,000",,,,Michael T. McCaul,M001157,2022-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
JASN1,,JACKSONVILLE FLA SALES,2022-02-11,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-01-28,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-02-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2022-01-28,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-02-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-01-28,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-02-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2022-01-28,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-02-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-01-28,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-02-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-01-28,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-02-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-01-26,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-02-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2022-01-26,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-02-23,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-21,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-21,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-20,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-20,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-20,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-20,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-20,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-20,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-14,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-14,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-12-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2022-01-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-11-08,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-01-04,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-11-03,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2022-01-04,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
EYE1,,VISA INC. IRIE,2021-10-19,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2021-11-09,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
MFCB1,,MICHIGAN ST,2021-10-15,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2021-11-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
MFCB1,,MICHIGAN ST,2021-10-15,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2021-11-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2021-10-01,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-11-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2021-10-01,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-11-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-09-30,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2021-10-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-09-30,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2021-10-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-09-30,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2021-10-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-09-30,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2021-10-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-09-02,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-10-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-09-02,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2021-10-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-31,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-31,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-16,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-16,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-13,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-13,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-11,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-11,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-10,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-10,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-09,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2021-08-09,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
UST1,,AUSTIN TEX WTR & WASTEWATER SY,2021-08-04,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
UST1,,AUSTIN TEX WTR & WASTEWATER SY,2021-08-04,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-09-29,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
MSFT,,MICROSOFT CORPORATION,2021-05-18,Purchase,"$250,001 - $500,000",NEW,MORGAN STANLEY - PORTFOLIO MANAGEMENT ACTIVE ASSETS ACCOUNT,CALL OPTIONS; STRIKE PRICE $160; EXPIRES 06/18/2021,Josh Gottheimer,G000583,2021-06-15,D, NJ05,House,,2021-06-16,38.4063313572685,New Jersey,2023-11-16
TX1,,TJX COS INC NEW,2021-05-07,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-06-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2021-05-07,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2021-06-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2021-03-22,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-04-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2021-03-22,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-04-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2021-03-22,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-04-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2021-03-22,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2021-04-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2020-12-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2021-01-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2020-12-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2021-01-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2020-12-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2021-01-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2020-12-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2021-01-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2020-12-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2021-01-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2020-12-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2021-01-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
HEN3,,HENNEPIN CNTY MINN,2020-10-01,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2020-11-30,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
HEN3,,HENNEPIN CNTY MINN,2020-10-01,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2020-11-30,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
1AMT.MI,,AMERICAN TOWER REIT COM,2020-09-17,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2020-10-21,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
ICOR2,,SOCORRO TEX INDPT SCH DIST,2020-08-17,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2020-09-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
1AMT.MI,,AMERICAN TOWER REIT COM,2020-08-17,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2020-10-21,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
ICOR2,,SOCORRO TEX INDPT SCH DIST,2020-08-17,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2020-09-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
CTRL1,,CENTURYLINKING CMN,2020-05-20,Sale,"$1,001 - $15,000",,,,Ro Khanna,K000389,2020-06-17,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
1AMT.MI,,AMERICAN TOWER REIT COM,2020-05-19,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2020-06-17,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TMCI1,,CENTURYLINK INC CH,2020-04-14,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2020-05-13,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TMCI1,,CENTURYLINK INC OMN,2020-04-14,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2020-05-13,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TX1,,TJX COS INC NEW,2020-03-20,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-05-06,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2020-03-20,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-05-06,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
1AMT.MI,,#NAME?,2020-03-12,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2020-04-20,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
1AMT.MI,,MERICAN TOWER REIT COM,2020-03-12,Purchase,"$15,001 - $50,000",,,,Ro Khanna,K000389,2020-04-20,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
PYPL1,,PAYPAL HIDES INC COM,2020-03-12,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2020-04-20,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2020-02-26,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-04-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2020-02-26,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-05-06,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2020-02-26,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-05-06,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2020-02-26,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-04-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ICOR2,,SOCORRO TEX INDPT SCH DIST,2020-02-18,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2020-05-06,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ICOR2,,SOCORRO TEX INDPT SCH DIST,2020-02-18,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2020-04-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ICOR2,,SOCORRO TEX INDPT SCH DIST,2020-02-18,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2020-05-06,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ICOR2,,SOCORRO TEX INDPT SCH DIST,2020-02-18,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2020-04-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2020-01-17,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-02-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2020-01-17,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-02-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2020-01-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-02-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2020-01-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-02-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2020-01-13,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2020-02-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2020-01-13,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2020-02-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2020-01-10,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2020-02-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2020-01-10,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2020-02-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ICOR2,,SOCORRO TEX INDPT SCH DIST,2019-11-01,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-12-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ICOR2,,SOCORRO TEX INDPT SCH DIST,2019-11-01,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-12-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-10-04,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2019-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-10-04,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2019-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
MSFT,,MICROSOFT CORPORATION,2019-09-16,Purchase,"$100,001 - $250,000",NEW,MORGAN STANLEY - PORTFOLIO MANAGEMENT,CALL OPTIONS; STRIKE PRICE $125; EXPIRES 09/20/2019,Josh Gottheimer,G000583,2019-10-11,D, NJ05,House,,2020-07-26,133.298200908251,New Jersey,2023-11-16
WB1,,SCHWAB CHARLES CORP NEW,2019-08-22,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2019-10-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-08-22,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-10-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ICOR2,,SOCORRO TEX INDPT SCH DIST,2019-07-25,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-08-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
