Ticker,TickerType,Company,Traded,Transaction,Trade_Size_USD,Status,Subholding,Description,Name,BioGuideID,Filed,Party,District,Chamber,Comments,Quiver_Upload_Time,excess_return,State,last_modified
LB1,,LAZARD INC,2015-09-01,Purchase,"$250,001 - $500,000",,,,Michael T. McCaul,M001157,2015-11-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-08-25,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-09-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-08-25,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-09-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DUE 04/01/27,,LAWRENCEVILLE GA BLD AUTH REV LAWRENCEVILLE,2015-08-25,Purchase,"$15,001 - $50,000",NEW,STERNE AGEE,,Earl Leroy Carter,C001103,2015-09-10,R, GA01,House,,2020-07-26,,Georgia,2023-11-16
DG1,,DOLLAR GEN CORP,2015-08-24,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-09-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-08-24,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-09-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DUE 07/01/27,,CARROLL CITY CNTY HO AUTH GA REV ANTIC,2015-08-14,Purchase,"$15,001 - $50,000",NEW,STERNE AGEE,INTEREST RATE: 3.000%,Earl Leroy Carter,C001103,2015-09-10,R, GA01,House,,2020-07-26,,Georgia,2023-11-16
SYNA,,SYNAPTICS INCORPORATED,2015-07-16,Sale,"$1,001 - $15,000",NEW,RHIRA,PUT 8/21/2015 $85.00 (100 SHS),Richard L. Hanna,H001051,2015-08-13,R, NY22,House,,2020-07-26,-239.482123186842,New York,2023-11-16
HTZ,,"HERTZ GLOBAL HOLDINGS, INC",2015-07-16,Purchase,"$100,001 - $250,000",NEW,,PURCHASE OF 258 CALL OPTIONS WITH A STRIKE PRICE OF $14 AND AN EXPIRATION DATE OF 1/15/16,Nancy Pelosi,P000197,2015-07-28,D, CA12,House,,2020-07-26,-279.726327437014,California,2023-11-16
HTZ,,"HERTZ GLOBAL HOLDINGS, INC",2015-07-15,Purchase,"$15,001 - $50,000",NEW,,PURCHASE OF 42 CALL OPTIONS WITH A STRIKE PRICE OF $14 AND AN EXPIRATION DATE OF 1/15/16,Nancy Pelosi,P000197,2015-07-28,D, CA12,House,,2020-07-26,-282.189024903152,California,2023-11-16
DNB1,,DUN & BRADSTREET CORP,2015-07-01,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-09-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
NWN,,NORTHWEST NATURAL GAS COMPANY,2015-07-01,Sale,"$15,001 - $50,000",NEW,,EXERCISE OF STOCK OPTION SHARES,Earl Blumenauer,B000574,2015-07-07,D, OR03,House,,2020-07-26,-202.580575796293,Oregon,2023-11-16
DG1,,DOLLAR GEN CORP,2015-06-24,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-07-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
COP,,CONOCOPHILLIPS,2015-05-07,Sale,"$1,001 - $15,000",NEW,(25) BROKERAGE ACCOUNT - TD AMERITRADE,COP JAN 15 2016 70.0 CALL,Randy Neugebauer,N000182,2015-05-11,R, TX19,House,,2020-07-26,-182.096322419425,Texas,2023-11-16
IP,,INTERNATIONAL PAPER COMPANY,2015-05-07,Sale,"$1,001 - $15,000",NEW,(25) BROKERAGE ACCOUNT - TD AMERITRADE,IP JAN 15 2016 55.0 CALL,Randy Neugebauer,N000182,2015-05-11,R, TX19,House,,2020-07-26,-244.931691793372,Texas,2023-11-16
LB1,,LAZARD INC,2015-05-04,Purchase,"$500,001 - $1,000,000",,,,Michael T. McCaul,M001157,2015-05-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ACTV1,,ACTAVIS PLC,2015-05-04,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-05-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2015-05-01,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-09-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ACTV1,,ACTAVIS PLC,2015-04-16,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-05-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
B0T4J94,,WASION GROUP,2015-04-15,Sale,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION. SYMBOL 3393 HK,Suzan K. Delbene,D000617,2015-05-10,D, WA01,House,,2020-07-26,,Washington,2023-11-16
DNB1,,DUN & BRADSTREET CORP,2015-04-01,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-09-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BN7Q3G8,,OZNER WATER,2015-03-26,Sale,"$15,001 - $50,000",NEW,,"FOREIGN EXCHANGE POSITION, TICKER 2014 HK",Suzan K. Delbene,D000617,2015-04-16,D, WA01,House,,2020-07-26,,Washington,2023-11-16
DD1,,DU PONTE I DE NEMOURS & CO,2015-03-23,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-04-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DD1,,DU PONT EI DE NEMOURS & CO,2015-03-23,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-04-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DD1,,DU PONT EI DE NEMOURS & CO,2015-03-16,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2015-04-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-03-11,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-04-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2015-03-11,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-04-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ACTV1,,ACTAVIS PLC,2015-03-02,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-04-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ACTV1,,ACTAVIS PLC,2015-03-02,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-04-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
LB1,,LAZARD INC,2015-03-01,Purchase,"$500,001 - $1,000,000",,,,Michael T. McCaul,M001157,2015-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
LB1,,LAZARD INC,2015-03-01,Purchase,"$500,001 - $1,000,000",,,,Michael T. McCaul,M001157,2015-03-18,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ACTV1,,ACTAVIS PLC,2015-02-06,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-02-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ACTV1,,ACTAVIS PLC,2015-02-06,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-02-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ACTV1,,ACTAVIS PLC,2015-02-06,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-02-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DD1,,DU PONT EI DE NEMOURS & CO,2015-01-22,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2015-02-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DD1,,DU PONTE I DE NEMOURS & CO,2015-01-22,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2015-02-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ACTV1,,ACTAVIS PLC,2015-01-13,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2015-02-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2015-01-12,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-01-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2015-01-12,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2015-01-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2015-01-12,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-01-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2015-01-12,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-01-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2015-01-12,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-01-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2015-01-02,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-02-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2015-01-02,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-02-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-12-31,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2015-01-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2014-12-24,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-01-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2014-12-24,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-01-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2014-12-23,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2015-01-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DIS,,WALT DISNEY COMPANY,2014-12-10,Purchase,"$50,001 - $100,000",NEW,,PURCHASE OF 92 OPTIONS,Nancy Pelosi,P000197,2015-01-12,D, CA12,House,,2020-07-26,-209.820468174097,California,2023-11-16
HTZ,,"HERTZ GLOBAL HOLDINGS, INC",2014-11-28,Purchase,"$50,001 - $100,000",NEW,,PURCHASE OF 100 OPTIONS,Nancy Pelosi,P000197,2014-12-17,D, CA12,House,,2020-07-26,-295.28891616058,California,2023-11-16
DIS,,WALT DISNEY COMPANY,2014-11-28,Purchase,"$1,001 - $15,000",NEW,,PURCHASE OF 8 OPTIONS,Nancy Pelosi,P000197,2014-12-17,D, CA12,House,,2020-07-26,-204.703545349327,California,2023-11-16
AGN1,,ALLERGAN INC,2014-11-26,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-12-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-11-26,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-12-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
HTZ,,"HERTZ GLOBAL HOLDINGS, INC",2014-11-25,Purchase,"$100,001 - $250,000",NEW,,PURCHASE OF 200 OPTIONS,Nancy Pelosi,P000197,2014-12-17,D, CA12,House,,2020-07-26,-296.560500260552,California,2023-11-16
AIDA1,,WAL-MART STORES INC,2014-11-12,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-12-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
HTZ,,"HERTZ GLOBAL HOLDINGS, INC",2014-11-06,Purchase,"$50,001 - $100,000",NEW,,PURCHASE OF 150 OPTIONS,Nancy Pelosi,P000197,2014-12-17,D, CA12,House,,2020-07-26,-299.854768318664,California,2023-11-16
AIDA1,,WAL-MART STORES INC,2014-11-06,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-12-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
HTZ,,"HERTZ GLOBAL HOLDINGS, INC",2014-11-05,Purchase,"$15,001 - $50,000",NEW,,PURCHASE OF 50 OPTIONS,Nancy Pelosi,P000197,2014-12-17,D, CA12,House,,2020-07-26,-300.307712851071,California,2023-11-16
AMH1,,AIRBUS GROUP,2014-10-29,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AMH1,,AIRBUS GROUP,2014-10-29,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AMH1,,AIRBUS GROUP,2014-10-28,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
UNTD1,,BANCORPSOUTH INC,2014-10-28,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PLI1,,POLYONE CORP,2014-10-28,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AMH1,,AIRBUS GROUP,2014-10-28,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AMH1,,AIRBUS GROUP,2014-10-27,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AMH1,,AIRBUS GROUP,2014-10-27,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2014-10-24,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
B13WZ26,,ZUMTOBEL GROUP AG,2014-10-21,Sale,"$1,001 - $15,000",NEW,,FOREIGN EXCHANGE POSITION,Ms. Suzan K. Delbene,D000617,2014-11-20,D, WA01,House,,2020-07-26,,Washington,2023-11-16
AMH1,,AIRBUS GROUP,2014-10-21,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AMH1,,AIRBUS GROUP,2014-10-21,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
B13WZ26,,ZUMTOBEL GROUP AG,2014-10-20,Sale,"$1,001 - $15,000",NEW,,FOREIGN EXCHANGE POSITION,Ms. Suzan K. Delbene,D000617,2014-11-20,D, WA01,House,,2020-07-26,,Washington,2023-11-16
B13WZ26,,ZUMTOBEL GROUP AG,2014-10-17,Sale,"$1,001 - $15,000",NEW,,FOREIGN EXCHANGE POSITION,Ms. Suzan K. Delbene,D000617,2014-11-20,D, WA01,House,,2020-07-26,,Washington,2023-11-16
UNTD1,,BANCORPSOUTH INC,2014-10-14,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2014-11-14,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-09-30,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-09-30,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2014-09-30,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2014-09-30,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2014-09-29,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-09-29,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2014-09-29,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-09-29,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2014-09-26,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-09-26,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PBYI,,PUMA BIOTECHNOLOGY INC,2014-09-26,Sale,"$1,001 - $15,000",NEW,,PUT PUMA BIOTECHNOLOGY $275 EXP 12/20/14,Mr. Nick J. Rahall Ii,R000011,2014-10-13,D, WV03,House,,2020-07-26,-328.589553847082,West Virginia,2023-11-16
TX1,,TJX COS INC NEW,2014-09-26,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-09-26,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BN7Q3G8,,OZNER WATER,2014-09-22,Purchase,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION,Ms. Suzan K. Delbene,D000617,2014-10-20,D, WA01,House,,2020-07-26,,Washington,2023-11-16
6320058,,HYFLUX LTD,2014-09-22,Sale,"$1,001 - $15,000",NEW,,FOREIGN EXCHANGE POSITION,Ms. Suzan K. Delbene,D000617,2014-10-20,D, WA01,House,,2020-07-26,,Washington,2023-11-16
PBYI,,PUMA BIOTECHNOLOGY INC,2014-09-10,Purchase,"$1,001 - $15,000",NEW,,PUT PUMA BIOTECHNOLOGY $275 EXP 12/20/14,Mr. Nick J. Rahall Ii,R000011,2014-10-13,D, WV03,House,,2020-07-26,-325.143859082124,West Virginia,2023-11-16
AGN1,,ALLERGAN INC,2014-08-28,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-09-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-08-28,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-09-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-08-25,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-09-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN INC,2014-08-25,Purchase,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-09-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2014-08-01,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
FTI1,,FMC TECHNOLOGIES INC,2014-08-01,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2014-10-16,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PBYI,,PUMA BIOTECHNOLOGY INC,2014-07-30,Purchase,"$1,001 - $15,000",NEW,,PUT PUMA BIOTECHNOLOGY $240 EXP 09/05/14,Mr. Nick J. Rahall Ii,R000011,2014-08-14,D, WV03,House,,2020-07-26,-330.066162655496,West Virginia,2023-11-16
HLF,,HERBALIFE LTD.,2014-07-30,Sale,"$1,001 - $15,000",NEW,,PUT HERBALIFE LTD $65 EXP 08/01/14,Mr. Nick J. Rahall Ii,R000011,2014-08-14,D, WV03,House,,2020-07-26,-297.688755716096,West Virginia,2023-11-16
DD1,,DU PONT EI DE NEMOURS & CO,2014-07-17,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-08-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2014-07-01,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2014-08-19,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2014-06-23,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2014-06-23,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2014-06-12,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2014-06-12,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2014-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2014-06-06,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2014-06-06,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2014-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2014-06-05,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
UNTD1,,BANCORPSOUTH INC,2014-06-02,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
UNTD1,,BANCORPSOUTH INC,2014-06-02,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-07-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
MR1,,MINDRAY MED INTL LTD,2014-05-23,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-06-10,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
MR1,,MINDRAY MED INTL LTD,2014-05-23,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2014-06-10,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2014-05-23,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-06-10,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2014-05-23,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-06-10,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ACTV1,,ACTAVIS PLC,2014-05-20,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-06-10,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
ADT1,,CATO CORP WWW,2014-05-20,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2014-06-10,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TFM,,"THE FRESH MARKET, INC.",2014-05-20,Sale,"$1,001 - $15,000",NEW,RHIRA,"PUT JUNE 21, 2014 $30 (100 SHS)",Mr. Richard L. Hanna,H001051,2014-06-11,R, NY22,House,,2020-07-26,-15.1049870421691,New York,2023-11-16
ACTV1,,ACTAVIS PLC,2014-05-14,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2014-06-10,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
6320058,,HYFLUX LTD,2014-05-14,Purchase,"$1,001 - $15,000",NEW,,FOREIGN EXCHANGE POSITION. TICKER HYF SP,Ms. Suzan K. Delbene,D000617,2014-06-12,D, WA01,House,,2020-07-26,,Washington,2023-11-16
6897143,,TORAY IND INC,2014-05-13,Purchase,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION. TICKER 3402 JP,Ms. Suzan K. Delbene,D000617,2014-06-12,D, WA01,House,,2020-07-26,,Washington,2023-11-16
4824778,,SGS SA-REG,2014-05-13,Purchase,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION. TICKER SGSN VX,Ms. Suzan K. Delbene,D000617,2014-06-12,D, WA01,House,,2020-07-26,,Washington,2023-11-16
B0T4J94,,WASION GROUP HLDGS LTD,2014-05-13,Purchase,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION. TICKER 3393 HK,Ms. Suzan K. Delbene,D000617,2014-06-12,D, WA01,House,,2020-07-26,,Washington,2023-11-16
4491235,,KINGSPAN GRP PLC,2014-05-13,Purchase,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION. TICKER KSP ID,Ms. Suzan K. Delbene,D000617,2014-06-12,D, WA01,House,,2020-07-26,,Washington,2023-11-16
B13WZ26,,ZUMTOBEL AG,2014-05-13,Purchase,"$15,001 - $50,000",NEW,,FOREIGN EXCHANGE POSITION. TICKER ZAG AV,Ms. Suzan K. Delbene,D000617,2014-06-12,D, WA01,House,,2020-07-26,,Washington,2023-11-16
